TimeGenerated,UserPrincipalName,IPAddress,Location,ResultType,AppDisplayName,DeviceDetail_OperatingSystem,IsInteractive,CorrelationId
2026-08-27T02:24:41Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,82349867-546c-4ec2-b16a-469fcf98b4d7
2026-08-27T02:28:21Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,20184293-44a3-4521-a8b1-131e69266da6
2026-08-27T02:32:15Z,user1@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,6a2e757d-c180-4d69-b880-e0b9223b28e4
2026-08-27T02:32:30Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7614c822-119e-4069-9582-83e6dacc5291
2026-08-27T02:32:44Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,304ed014-112d-4ee3-843c-b5cbca574cda
2026-08-27T02:33:24Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,f8b5cdcf-a8d7-42c8-8a4d-18c6eae88a6d
2026-08-27T02:34:15Z,user3@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,d2699e2c-d9bb-4700-a4d2-84a9e6d1b431
2026-08-27T02:36:01Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,9052875d-0cd6-4e65-8065-152350d862f4
2026-08-27T02:36:56Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,6e34bb60-aa43-4f7f-85ca-88c8ae7ba32e
2026-08-27T02:39:29Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7ddab457-0c77-40e5-aa56-1fc3ec4c12b1
2026-08-27T02:39:53Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7df7d8a4-26c9-4030-8217-10c59a6d14c4
2026-08-27T02:42:31Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,cba66744-1240-4037-887f-f631cf49bcaa
2026-08-27T02:43:18Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e78c0ac0-4f9f-4f33-932f-acdac6053987
2026-08-27T02:43:43Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,9df8c866-587a-4d5f-9557-050a63e91c24
2026-08-27T02:44:31Z,user8@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,cc66d8a3-17f2-439b-a88e-29ec24c0ab29
2026-08-27T02:45:33Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,dd3c542b-4a5a-483e-bb18-e05a7a87a228
2026-08-27T02:46:10Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,df51bba2-77c6-4de4-b671-ed88a5a88acd
2026-08-27T02:47:50Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,6df2aad5-695e-47d4-b36a-5a9d72998ead
2026-08-27T02:51:45Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,f0dd2bc1-e3d7-4150-afc7-ad03071cb007
2026-08-27T02:54:23Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,f5002ad2-b600-4f8f-99fb-561686d108b8
2026-08-27T02:55:52Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,045c53a4-4eb5-4c98-b2ea-99bbe20cf53c
2026-08-27T02:58:24Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,a7b99869-47e2-41f7-b18c-91025e696a2f
2026-08-27T02:58:24Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,183ab323-7f9f-4dd2-bf2e-97f606c21a9d
2026-08-27T03:02:03Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,23f7f0ad-6baa-412b-8995-7b64a15ac87f
2026-08-27T03:02:18Z,user1@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,08bb033f-d5b3-45d9-97a4-c80eb4479c5f
2026-08-27T03:03:45Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,cbcb5175-7128-44d5-be61-f4f4b8facdca
2026-08-27T03:06:18Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,04c65a20-39b5-45f3-8241-3d5cbef4ac3f
2026-08-27T03:07:44Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,cff7d818-b428-4789-b20a-f6c8e7b1b92b
2026-08-27T03:09:18Z,user1@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,5ec80779-bbaa-42b9-bb06-841967af94ee
2026-08-27T03:12:02Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,a88e1ff2-69a7-41f7-91a0-f757367f5e0c
2026-08-27T03:12:42Z,user5@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,afcf72fc-8b6a-4f7a-a8ff-d6b57717b845
2026-08-27T03:16:30Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,76972cf9-3b1e-4228-909a-e9295711d707
2026-08-27T03:17:02Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,7dc7679b-7e02-40aa-9eb9-e343f22ce444
2026-08-27T03:18:22Z,user4@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,f534e4cc-57d5-448a-9096-b5d8a293e39f
2026-08-27T03:20:36Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,d4c0cfe7-5470-43a5-994d-764ea0fb1427
2026-08-27T03:22:21Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,7cde5f1d-0d48-49b8-bb64-462493f25897
2026-08-27T03:26:24Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,6aefa80b-3e2e-46fa-94d1-7ce6a37aba2f
2026-08-27T03:27:12Z,user3@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,d7f895b2-540b-44b2-a836-4a5c498546ca
2026-08-27T03:28:51Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,021df844-d95b-4fe5-b39d-49a337a0c546
2026-08-27T03:29:18Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,8e4424cc-7313-4fa7-b2e2-ec209c6281e4
2026-08-27T03:29:39Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,33daf9d9-6593-47e8-ad81-9d64de0681eb
2026-08-27T03:30:33Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,73e5155c-3612-428c-9c5b-aee973fcbdad
2026-08-27T03:35:48Z,user4@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,aa8796e1-8a31-45ca-a39b-8f1b91b25efc
2026-08-27T03:51:04Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,3bf69e47-cd85-4c4a-ab8d-adf5a033ea8b
2026-08-27T03:53:13Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,f6104126-22fe-4ac0-929a-ab5f987140c7
2026-08-27T03:54:04Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,ef3842d2-2bf2-41fb-a277-cf63b467044e
2026-08-27T03:56:15Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,49eff4a6-ecd6-46cb-a468-2ad4c9529eb8
2026-08-27T03:59:22Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,12c8fb0c-20a6-4dfb-b2f9-9c0f84d374e4
2026-08-27T04:01:05Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,cc7241ea-f356-474d-89e4-fbcac2dcc9c1
2026-08-27T04:02:21Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,8898ef68-d129-4276-968e-0670d3359553
2026-08-27T04:04:24Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,5b2d4402-df9a-4a0b-8a58-8e5a67366cbc
2026-08-27T04:08:35Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,9c9fb544-b1dd-4a60-bac7-544c8aeb9cfa
2026-08-27T04:09:09Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,ebcba14c-6c7a-4a2a-9e85-4c5605466b36
2026-08-27T04:10:01Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,5097d892-4961-4584-acb6-193396ad3fe0
2026-08-27T04:10:38Z,user5@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,5f06c5af-50dc-44d0-9f8e-313ba1a763af
2026-08-27T04:10:39Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,3d80c604-1e9d-4857-8471-5190d510533e
2026-08-27T04:14:32Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,a1800626-5c05-464a-8a0f-e6e70c4cf9ac
2026-08-27T04:15:39Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,8b466034-cad3-4e88-8f63-21cbe5f3389f
2026-08-27T04:16:35Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,8d7bfb2d-91ba-47b5-a0fe-750b52609ccb
2026-08-27T04:17:50Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,4748ed32-58c6-4b5b-9415-479378afa95f
2026-08-27T04:17:51Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7a03391e-62d1-41b0-af25-474afc5c24f1
2026-08-27T04:19:51Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,1a942ab1-6de7-4e1f-9240-19794798e3d6
2026-08-27T04:23:03Z,user1@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,932b22c3-9ff1-4b54-b61a-4170e43ad810
2026-08-27T04:23:38Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,da28d8a0-f0f2-4c2d-a02a-09f8f143cbcf
2026-08-27T04:24:53Z,user5@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,4780c6cf-6123-42c8-bbd5-ba7bb9a73b74
2026-08-27T04:25:37Z,user8@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,a11ea386-9c62-4e76-850d-8cfa150ef739
2026-08-27T04:26:01Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,6df4b9ce-14c5-471a-ba32-70ba5eead1f7
2026-08-27T04:26:07Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,cd2c9f17-51b6-4c6a-82d2-928e9bcdd12d
2026-08-27T04:26:46Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,95e25881-a660-4d96-a8a3-f3cbeebddb8f
2026-08-27T04:27:03Z,user8@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,8c38abe5-8e1c-4d68-9a2e-662d44b02004
2026-08-27T04:28:39Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,201dbe46-5e5d-4b47-b987-43fa3a739c0b
2026-08-27T04:31:36Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e330af6a-c696-4221-8b03-2705030b0a16
2026-08-27T04:31:45Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,cc0c47c3-45b8-4fb8-8016-e9d62e3998bd
2026-08-27T04:31:51Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,0fd3ffb6-0714-428a-a9a8-4ca8920efae0
2026-08-27T04:39:35Z,user4@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,0c795815-2533-4166-b1c9-f0342919410c
2026-08-27T04:41:22Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,4e329aae-b7c6-4cc3-849b-98a80395e1a6
2026-08-27T04:41:45Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,dd941613-1e29-4d8b-a1e8-ae362d18f176
2026-08-27T04:42:41Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,06332679-6c44-444a-bcd9-ed8762b0b375
2026-08-27T04:44:20Z,user4@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,1414ba5e-21ad-45fd-964d-1fe91fd716d0
2026-08-27T04:45:13Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,5ca1ada8-9103-412f-81df-626d712c5dce
2026-08-27T04:51:44Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e1e9f0fa-c267-44b4-96b4-84126439fba1
2026-08-27T04:52:22Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,a3c1cccb-105e-40b9-8f9f-61c9e3ca414e
2026-08-27T04:53:53Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7347deaa-9939-45fc-83a3-35721eb18f76
2026-08-27T04:54:28Z,user4@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,5e2f1de3-18c5-4bdd-8f19-d2812da9c5a2
2026-08-27T04:57:25Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,dcdc917e-22d6-413d-a3bf-20b42f49ccbd
2026-08-28T01:00:17Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,e178488c-75cb-4fae-aecb-a68de8e8d163
2026-08-28T01:01:25Z,user2@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,c70f9164-da42-4e47-a158-768fb1fbb4fc
2026-08-28T01:04:08Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,0910889a-8a1c-45fc-8765-dc829cf9974d
2026-08-28T01:06:03Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e729f34e-ab47-474d-a118-7325be0e1c62
2026-08-28T01:06:48Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,a82ca089-670e-40a7-854c-5fcf70406bc9
2026-08-28T01:08:00Z,user4@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,5019c5df-22bf-4295-8e3b-1da9b116998d
2026-08-28T01:09:27Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,56af0505-52aa-4ddc-a722-b05b14b6c434
2026-08-28T01:10:01Z,user2@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,ad86175d-bfd5-4e18-8df4-73c9a2fc846d
2026-08-28T01:11:05Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,b3dff013-4844-40c4-a798-4483bebe0469
2026-08-28T01:11:16Z,user8@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,db820304-4306-44f3-98c4-b780da61b933
2026-08-28T01:11:40Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,c12ffb3a-92c4-4f77-8bde-c2f7b45c1262
2026-08-28T01:12:14Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,67f6be6a-8a17-46e6-b3a2-cf23c8be5736
2026-08-28T01:12:54Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,c9579aae-e3d5-42d0-b6fc-78cb22c7ac8d
2026-08-28T01:14:27Z,user9@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,f6fa147d-1af4-4053-bda2-55f7e61b1a22
2026-08-28T01:16:15Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,5eade017-52cf-443e-9b30-7400b25d8888
2026-08-28T01:17:48Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,1b0286ae-1fcf-4473-9402-e48e6eb1019c
2026-08-28T01:17:58Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,bb72527b-9b94-48c8-8db6-a652ab3fe01e
2026-08-28T01:21:30Z,user9@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,2e7152b6-4776-4f92-8c73-3187a083a8b7
2026-08-28T01:22:50Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,7b604742-5f64-4b5c-ab3a-885d7d5b76f5
2026-08-28T01:24:48Z,user5@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,cbbda7e7-53d6-4faf-8ee2-f45cbe1d0bbe
2026-08-28T01:27:49Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,754ae918-5f4e-4f5b-859e-e40e1768eb40
2026-08-28T01:29:58Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,dd7ccc63-be9e-4c69-ad95-b846dd37cd0b
2026-08-28T01:30:14Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,d84d00f1-3bfd-46d6-b19d-b9f74c11e67c
2026-08-28T01:31:06Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,a9ec912d-17c8-47ad-a3df-6c5681adc38e
2026-08-28T01:33:25Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,67fd1b58-6698-4b31-bc28-4deabee1c383
2026-08-28T01:33:33Z,user3@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,9b13c7cc-0293-47b7-b1f1-11d314f87f82
2026-08-28T01:35:02Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,807a1aee-ef7b-46b7-981b-f376b23109bf
2026-08-28T01:35:52Z,user3@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,7754daf7-3ce0-43a6-baf6-9bd7432a05d7
2026-08-28T01:37:03Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,df4b9b33-ff5f-452d-af81-4840a031fed9
2026-08-28T01:37:18Z,user8@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,3ec049f5-14c4-41e4-9265-6ac5dc858412
2026-08-28T01:37:35Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,99e2e0a6-4eed-4dde-ab59-c45f5a6a62a6
2026-08-28T01:46:01Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,19c4c84e-5297-4b24-ae0f-1311245b03d0
2026-08-28T01:46:32Z,user5@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e7c319f8-d7e0-4cfd-8d99-8be9d871d0b7
2026-08-28T01:48:09Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,f820f936-1bc7-4035-81ba-747ed4925c60
2026-08-28T01:49:16Z,user8@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,c2453398-7580-4db4-8352-34343e78ef99
2026-08-28T01:51:21Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,4ed98b3e-47c5-44d2-84b7-ead7ff451b9b
2026-08-28T01:52:06Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,31afe466-7673-4156-85e1-9cb3a9554621
2026-08-28T01:58:14Z,user5@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,ef58f0bd-c569-439b-97dd-91c3c97bded7
2026-08-28T02:00:54Z,user7@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,5ae43315-1391-44a9-963c-a35b44db502f
2026-08-28T02:01:03Z,user1@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,9885c811-02f8-4bf1-8b5c-100a5f78ca26
2026-08-28T02:03:48Z,user4@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,1dc47289-8a17-4dad-af63-7dca59e74722
2026-08-28T02:07:09Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,d7050318-8b59-4ca8-b4c7-d598999c48e0
2026-08-28T02:09:05Z,user7@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,e4ec5e1c-2068-4a6c-81ca-f4fa8358508d
2026-08-28T02:09:05Z,user3@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,ed730df2-c2ea-4112-8494-2a8efbd633fe
2026-08-28T02:10:05Z,user10@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,6ae41e95-4b7f-4466-9f54-59137b4d90e5
2026-08-28T02:15:49Z,user10@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e7dcd0bc-57a7-4c37-aec1-988ae98ce7d6
2026-08-28T02:18:18Z,user6@company.com,154.113.20.10,NG,50126,Office 365 Exchange Online,Windows,False,63732f1f-d30f-4ee6-9e7e-30476f415858
2026-08-28T02:20:14Z,user6@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,e894fbc0-337b-4eaf-bb8e-889f97c4d03d
2026-08-28T02:20:16Z,user1@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,65314647-8416-452a-a036-fed9660c8e43
2026-08-28T02:21:27Z,user4@company.com,154.113.20.14,NG,50126,Office 365 Exchange Online,Windows,False,cd6fb7ab-eae0-40cc-b44d-f9880ba18653
